,category,date,section,tags,title,topics,url
3343,Apps,2016-02-10,social/,jack-dorsey,Twitter Will Now Put Recommended (Not Newest) Tweets At the Top Of Your Timeline,twitter,https://techcrunch.com/2016/02/10/twitter-will-now-put-recommended-not-recent-tweets-at-the-top-of-your-timeline/
3350,Apps,2016-03-03,europe/,"pavel-durov,social-media,photo-sharing","Instagram starts blocking ‘add me’ deeplinking for Snapchat, Telegram",instagram,https://techcrunch.com/2016/03/03/instagram-starts-blocking-deeplinking-to-other-social-media-profiles/
3384,Apps,2016-07-19,startups/,prisma,Will photo art phenom Prisma raise or get bought?,"snapchat,instagram,facebook",https://techcrunch.com/2016/07/19/prismagram/
3397,Apps,2016-05-26,mobile/,"hoteltonight,overnight",Airbnb + HotelTonight = new startup Overnight,airbnb,https://techcrunch.com/2016/05/26/overnight/
3403,Apps,2016-05-25,mobile/,"streaming-music,tidal",Spotify seeks more personalized playlists after Discover Weekly finds 40M users,"apple-music,spotify",https://techcrunch.com/2016/05/25/playlists-not-blogs/
3405,Apps,2016-05-24,mobile/,"drew-hamlin,pinchworm,joey-flynn",Ex-Facebook designers climb charts with adorable game Pinchworm,facebook,https://techcrunch.com/2016/05/24/pinchworm/
3410,Apps,2016-05-23,mobile/,"ridesharing,austin",Non-profit RideAustin looks to fill void left by Uber and Lyft,"lyft,uber",https://techcrunch.com/2016/05/23/non-profit-rideaustin-looks-to-fill-void-left-by-uber-and-lyft/
3421,Apps,2016-06-13,gadgets/,"ios,keynote",Where to watch the live stream for today’s Apple WWDC keynote,"wwdc,apple",https://techcrunch.com/2016/06/13/live-stream-livestream-apple-wwdc-keynote-event-ios-10-macos-12-siri-mad-seo-skillz/
3428,Apps,2015-11-05,enterprise/,"batch,startups","500 Startups Introduces Batch 15: Under-Sea Drones, Puppy Treats, And On-Demand Snow Plowing","dave-mcclure,500-startups",https://techcrunch.com/2015/11/05/500-startups-introduces-batch-15/
3444,Apps,2016-02-06,social/,algorithms,Twitter May Introduce An Algorithmic Timeline And People Are Losing Their Minds,"facebook,twitter",https://techcrunch.com/2016/02/06/twitter-may-introduce-an-algorithmic-timeline-and-people-are-losing-their-minds/
3453,Apps,2016-02-02,social/,"2016yhooq4,strategic-alternatives",Yahoo Signals Its Core Business Could Be For Sale By Exploring “Strategic Alternatives”,"alibaba,yahoo",https://techcrunch.com/2016/02/02/yahoo-signals-its-core-business-could-for-sale-by-exploring-strategic-alternatives/
3457,Apps,2016-02-01,social/,facebook-news-feed,"To Fight Clickbait, Facebook’s Feed Prioritizes What Surveys Say","twitter,facebook",https://techcrunch.com/2016/02/01/facebook-news-feed/
3458,Apps,2016-01-29,social/,"real-time,sports",Snapchat Challenges Twitter And Facebook For Sports Talk,"twitter,snapchat",https://techcrunch.com/2016/01/29/sportschat/
3492,Apps,2016-07-18,startups/,"snapchat-stories,snapchat-memories",Snapchat “Suggest” is the new way to get famous,snapchat,https://techcrunch.com/2016/07/18/share-snapchat-profile/
3509,Apps,2016-05-23,mobile/,"livestreaming,facebook-live",Facebook enables Continuous Live Video to power puppycams and more,facebook,https://techcrunch.com/2016/05/23/facebook-continuous-live/
3517,Mobile,2016-05-20,mobile/,"communications,business",Microsoft brings Skype to businesses’ iOS and Android apps,"skype,microsoft",https://techcrunch.com/2016/05/20/microsoft-brings-skype-to-businesses-ios-and-android-apps/
3519,Apps,2016-05-19,mobile/,"apps,googleio,google-play",Houzz wins “Best App” at the inaugural Google Play Awards,google,https://techcrunch.com/2016/05/19/houzz-wins-best-app-at-the-inaugural-google-play-awards/
3523,Mobile,2016-05-19,mobile/,"chrome-os,google-io-2016",Google’s Chrome OS will soon be able to run all Android apps,"android,google",https://techcrunch.com/2016/05/19/googles-chrome-os-will-soon-be-able-to-run-all-android-apps/
3529,Apps,2016-06-10,gadgets/,"ios,wwdc2016",What to expect at Apple’s WWDC keynote,"wwdc,apple",https://techcrunch.com/2016/06/10/what-to-expect-at-apples-wwdc-keynote/
3560,Apps,2016-01-28,social/,facebook-live,Facebook Takes On Periscope By Giving Live Streaming To All U.S. iPhoners,"twitter,periscope,facebook",https://techcrunch.com/2016/01/28/comfortable-ephemerality-vs-reach/
3562,Apps,2016-01-28,social/,"giphy,mobile,apps","Tinder Makes Messaging More Fun With GIFs & Bigger Emoji, Finally Lets You Upload Photos Directly",tinder,https://techcrunch.com/2016/01/28/tinder-makes-messaging-more-fun-with-gifs-bigger-emoji-finally-lets-you-upload-photos-directly/
3571,Apps,2016-01-26,social/,"joanna-coles,cosmopolitan",Snapchat Spruces Up Its Board With Cosmopolitan Editor Joanna Coles,snapchat,https://techcrunch.com/2016/01/26/snapchat-board-of-directors/
3578,Apps,2016-02-22,europe/,"sms,mobile-technology,text-messaging","After Jibe Mobile Buy, Google To Provide Carriers With Android RCS Client",whatsapp,https://techcrunch.com/2016/02/22/after-jibe-mobile-buy-google-to-provide-carriers-with-android-rcs-client/
3589,Apps,2016-02-16,europe/,"okcupid,dating","ODately Is A Concierge Service Taking Aim At Cash Rich, Time Poor Online Daters",tinder,https://techcrunch.com/2016/02/16/odately-is-a-concierge-service-taking-aim-at-cash-rich-time-poor-online-daters/
3632,Mobile,2016-05-19,mobile/,"developers,apps",Android apps can now react to your environment,"google,android",https://techcrunch.com/2016/05/19/android-apps-can-now-react-to-your-environment/
3633,Mobile,2016-05-19,mobile/,"oracle-corporation,smartphones",Alphabet CEO Larry Page defends Android’s use of Java APIs in court,"android,google",https://techcrunch.com/2016/05/19/alphabet-ceo-larry-page-defends-androids-use-of-java-apis-in-court/
3639,Mobile,2016-05-18,mobile/,"google-io,google-io-2016",Google wants you to choose the final name for Android N,"android,google",https://techcrunch.com/2016/05/18/nutella-mcnutellaface/
3640,Mobile,2016-05-18,mobile/,"smartphones,head-mounted-displays,virtual-reality",Android N gets a low-latency VR mode,android,https://techcrunch.com/2016/05/18/android-n-gets-a-low-latency-vr-mode/
3642,Mobile,2016-05-18,mobile/,"video-apps,video-calling,duo","Google shows off Duo, its new HD video calling app and answer to Apple’s FaceTime",google,https://techcrunch.com/2016/05/18/duo-video-app-google/
3643,Mobile,2016-05-18,mobile/,"messaging-apps,allo,messaging","Google debuts Allo, an AI-based chat app using its new assistant bot, smart replies and more",google,https://techcrunch.com/2016/05/18/google-allo-chat-app/
3644,Apps,2016-05-18,mobile/,"google-io-2016,google-io","Google unveils Google Assistant, a virtual assistant that’s a big upgrade to Google Now","google,alphabet",https://techcrunch.com/2016/05/18/google-unveils-google-assistant-a-big-upgrade-to-google-now/
3691,Apps,2016-01-18,social/,"messaging,messaging-apps","WhatsApp Ditches $1 Annual Fee, Tests Business Accounts But No Ads, Says CEO","jan-koum,whatsapp",https://techcrunch.com/2016/01/18/whatsapp-free-business/
3698,Apps,2016-01-14,social/,zoosk,"Dating App Zoosk Destroyed By Tinder, Drops 1/3 Of Staff",tinder,https://techcrunch.com/2016/01/14/zoinks/
3724,Apps,2015-10-08,asia/,india,"Google Releases ‘Experimental’ Public Transport App For Delhi, India",google,https://techcrunch.com/2015/10/08/google-releases-experimental-public-transport-app-for-delhi-india/
3734,Apps,2016-07-11,startups/,seed-funding,Yoshi launches “set it and forget it” vehicle re-fueling service in San Francisco,y-combinator,https://techcrunch.com/2016/07/11/yoshi-launches-set-it-and-forget-it-vehicle-re-fueling-service-in-san-francisco/
3752,Mobile,2016-05-17,mobile/,"apis,sun-microsystems",Oracle CEO claims it discounted Java by 97.5% to beat out Android on Amazon’s Paperwhite,"google,oracle",https://techcrunch.com/2016/05/17/oracle-ceo-claims-it-discounted-java-by-97-5-to-beat-out-android-on-amazons-paperwhite/
3756,Apps,2016-05-16,mobile/,carpooling,Waze brings its carpooling service to the Bay Area,"google,waze",https://techcrunch.com/2016/05/16/waze-brings-its-carpooling-service-to-the-bay-area/
3758,Apps,2016-05-16,mobile/,"mobile,apps,social","Google tries its hand at social again with launch of group chat app, Spaces",google,https://techcrunch.com/2016/05/16/google-tries-its-hand-at-social-again-with-launch-of-group-chat-app-spaces/
3761,Mobile,2016-05-13,mobile/,"mobile,messaging",YouTube tests an in-app messenger for sharing videos with friends,youtube,https://techcrunch.com/2016/05/13/youtube-tests-an-in-app-messenger-for-sharing-videos-with-friends/
3763,Apps,2016-05-11,mobile/,"outlook,calendar,sunrise",Sunrise will sunset on August 31st 🌅,microsoft,https://techcrunch.com/2016/05/11/sunrise-will-sunset-on-august-31st/
3764,Mobile,2016-05-11,mobile/,"samsung-gear-vr,oculus",Facebook will turn panoramas into “360 Photos” for feed and Gear VR’s 1M users,"facebook,samsung",https://techcrunch.com/2016/05/11/facebook-360-photos/
3765,Apps,2016-05-11,mobile/,"ios,smartphones,google-translate","Google Translate gets in-app translations on Android, offline mode on iOS",android,https://techcrunch.com/2016/05/11/google-translate-gets-in-app-translations-on-android-offline-mode-on-ios/
3803,Apps,2016-01-12,social/,"livestreaming,video","100M Live Broadcasts In, Periscope Streams New Life Into Your Twitter Feed","twitter,periscope",https://techcrunch.com/2016/01/12/periscope-streams-new-life-into-your-twitter-feed/
3807,Apps,2016-01-09,social/,facebook-messenger,Photo Evidence Shows Facebook Is Building Messenger For Mac,facebook,https://techcrunch.com/2016/01/09/facebook-messenger-for-mac/
3812,Apps,2016-01-07,social/,facebook-messenger,Facebook Messenger Hits 800M Users: 2016 Strategy And Predictions,facebook,https://techcrunch.com/2016/01/07/beyond-messaging/
3815,Apps,2016-01-05,social/,jack-dorsey,Jack Dorsey Thinks Adding More Text To Tweets Is A Swell Idea,twitter,https://techcrunch.com/2016/01/05/jack-dorsey-thinks-adding-more-text-to-tweets-is-a-swell-idea/
3818,Apps,2016-01-05,social/,characters,"Here’s What 10,000 Characters Looks Like",twitter,https://techcrunch.com/2016/01/05/140-to-10k/
3819,Apps,2016-01-05,social/,"instant-articles,beyond-140","Twitter May Increase Tweets To 10,000 Characters, But Hide All Past 140","facebook,twitter",https://techcrunch.com/2016/01/05/information-density/
3825,Apps,2016-02-03,europe/,"ai,smartphone,swiftkey",SwiftKey’s Timely Exit,microsoft,https://techcrunch.com/2016/02/03/swiftkeys-timely-exit/
3827,Apps,2016-02-03,europe/,swiftkey,Microsoft Confirms SwiftKey Acquisition (For $250M In Cash),microsoft,https://techcrunch.com/2016/02/03/microsoft-confirms-swiftkey-acquisition-for-250m-in-cash/
3831,Apps,2016-02-02,europe/,"playlist-a-day,sharemyplaylists,playlists-net",Playlist A Day Sends You A Different Spotify Playlist Each Day,spotify,https://techcrunch.com/2016/02/02/playlist-a-day/
3868,Apps,2016-07-06,startups/,"art,bootstrapping",Wydr is Tinder for buying art,tinder,https://techcrunch.com/2016/07/06/wydr-is-tinder-for-buying-art/
3870,Apps,2016-07-05,startups/,"shark-tank,home-improvement",Homee raises $5M from Founders Fund and Tinder CEO to help you furnish your place,peter-thiel,https://techcrunch.com/2016/07/05/homee-raises-5m-from-founders-fund-and-tinder-ceo-to-help-you-furnish-your-place/
3875,Apps,2016-05-10,mobile/,"disrupt,chatbots,facebook-messenger","Facebook says 10K+ developers are building chatbots, analytics are coming",facebook,https://techcrunch.com/2016/05/10/facebook-chatbot-analytics/
3880,Mobile,2016-05-09,mobile/,"magic-leap,sean-parker",The Information Age is over; welcome to the Experience Age,facebook,https://techcrunch.com/2016/05/09/the-information-age-is-over-welcome-to-the-experience-age/
3883,Apps,2016-05-06,mobile/,"ios,app-store,bar-roulette",Bar Roulette routes your Uber to a random bar nearby,foursquare,https://techcrunch.com/2016/05/06/bar-roulette-routes-your-uber-to-a-random-bar-nearby/
3884,Mobile,2016-05-06,mobile/,"streaming-service,music",Apple Music’s new student membership option discounts the service by 50%,"apple,apple-music",https://techcrunch.com/2016/05/06/apple-musics-new-student-membership-option-discounts-the-service-by-50/
3888,Mobile,2016-05-05,mobile/,"data,apps,mobile",Netflix now lets you control how much data it uses when streaming from your smartphone,netflix,https://techcrunch.com/2016/05/05/netflix-now-lets-you-control-how-much-data-it-uses-when-streaming-from-your-smartphone/
3927,Apps,2016-01-02,social/,april-underwood,Slack Promotes Former Twitter Boss April Underwood To VP Of Product,slack,https://techcrunch.com/2016/01/02/april-underwood/
3938,Apps,2015-12-24,social/,financials,"Twitter’s Fiscal 2015: Up, Flat, And Down",twitter,https://techcrunch.com/2015/12/24/twitters-fiscal-2015-up-flat-and-down/
3963,Apps,2015-09-03,asia/,smartthings,Samsung Outs A Sleep Tracker That Can Switch Off Your TV,samsung,https://techcrunch.com/2015/09/03/samsung-sleepsense/
3969,Apps,2015-08-31,asia/,jungle-ventures,CatchThatBus Lands $1.5M For Mobile Bus Ticketing In Southeast Asia,500-startups,https://techcrunch.com/2015/08/31/catchthatbus-lands-1-5m-for-mobile-bus-ticketing-in-southeast-asia/
3973,Apps,2016-07-05,startups/,"music-videos,music-streaming",Spotify > YouTube as audio streaming surpasses music videos,"youtube,spotify",https://techcrunch.com/2016/07/05/audio-maimed-the-video-star/
3987,Apps,2016-06-30,startups/,"david-sacks,parker-conrad",Zenefits halves its previous valuation to $2B to head off investor lawsuits,zenefits,https://techcrunch.com/2016/06/30/zenefits-revalues-itself-at-2-billion-giving-later-shareholders-more-ownership/
3988,Apps,2016-06-30,startups/,tidal,Apple might buy Jay Z’s Tidal music app,"spotify,apple-music,apple",https://techcrunch.com/2016/06/30/tide-is-high/
3989,Mobile,2016-05-05,mobile/,"search,developers,app-store",Apple’s App Store search is completely broken right now,apple,https://techcrunch.com/2016/05/05/apples-app-store-search-is-completely-broken-right-now/
3990,Mobile,2016-05-04,mobile/,earnings,Fitbit shares tank after reporting a weak outlook amid rising competition,fitbit,https://techcrunch.com/2016/05/04/fitbit-shares-tank-after-reporting-a-weak-outlook-amid-rising-competition/
4003,Mobile,2016-05-01,mobile/,"imessage,blackberry",How Android gets to 100% market share,"android,whatsapp",https://techcrunch.com/2016/05/01/how-android-gets-to-100-market-share/
4004,Apps,2016-05-01,mobile/,"jack-dorsey,earnings",Twitter’s dysfunctional Wall Street relationship,twitter,https://techcrunch.com/2016/05/01/twitters-dysfunctional-wall-street-relationship/
4070,Apps,2016-01-20,europe/,"public-transport,startup-company,car-sharing","Urban Transport App Citymapper Snags $40M From Index, Benchmark, Yuri Milner, Others",uber,https://techcrunch.com/2016/01/20/urban-transport-app-citymapper-snags-40m-from-index-benchmark-yuri-milner-others/
4072,Apps,2016-01-20,europe/,"london,transport-for-london,car-sharing",Big Win For Uber In London As Regulator Drops Major Rule Changes,uber,https://techcrunch.com/2016/01/20/big-win-for-uber-in-london-as-regulator-drops-major-rule-changes/
4109,Apps,2016-06-29,startups/,car-sharing,"Uber adds driver safety features like break reminders, daily driving reports",uber,https://techcrunch.com/2016/06/29/uber-adds-driver-safety-features-like-break-reminders-daily-driving-reports/
